data_type,record_id,city,region,latitude,longitude,category,product,price_bdt,units_sold,sales_amount,date,store_size,customer_rating,salesperson,coverage_value,outlets_visited,duration_hours,outlet_type,outlet_size,priority_score,potential_monthly_value,days_since_contact,no_order_reason,assigned_salesperson,brand,coverage_score,num_outlets,market_share,visit_count,total_outlets,unique_salespersons,intensity_score,from_city,to_city,from_region,to_region,from_latitude,from_longitude,to_latitude,to_longitude,distance_km,generated_at,cluster,pc1,pc2
sales,SALE0021,Panchagarh,North,26.348082,88.511293,Clothing,Shoes,1935.0,47.0,90945.0,2025-06-16,Small,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,3,-0.7897785396854493,0.047677760037753036
sales,SALE0022,Satkhira,West,22.698209,89.163879,Grocery,Rice (5kg),88.0,15.0,1320.0,2025-07-20,Large,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,2,-1.1548891445120288,-1.456794738750254
sales,SALE0023,Cox's Bazar,East,21.431552,91.98786,Clothing,Sunglasses,2029.0,77.0,156233.0,2025-09-04,Medium,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,4,-0.4669194608320138,0.10339523113306621
sales,SALE0024,Khulna,West,22.834616,89.561727,Clothing,Dress,2467.0,33.0,81411.0,2024-12-27,Small,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,3,-0.9282641843023103,0.5070721621402857
sales,SALE0025,Barishal,South,22.660575,90.323395,HomeAppliances,Refrigerator,37190.0,97.0,3607430.0,2025-05-23,Large,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,4,1.8445328712376716,0.03344900384155899
sales,SALE0026,Patuakhali,South,22.39997,90.337825,Beauty,Shampoo,3761.0,21.0,78981.0,2025-02-16,Small,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,3,-1.030436442251778,1.1465166524106651
sales,SALE0027,Jhenaidah,West,23.546654,89.241419,Furniture,Wardrobe,22261.0,65.0,1446965.0,2025-07-07,Large,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,5,0.3386837940811786,1.4472606840960582
sales,SALE0028,Manikganj,Central,23.824897,89.98034,Beauty,Face Mask,2644.0,82.0,216808.0,2025-01-20,Large,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,4,-0.37004161259550566,-0.4740595093302925
sales,SALE0029,Sylhet,East,24.909706,91.884363,Clothing,Jacket,3423.0,21.0,71883.0,2025-01-03,Large,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,3,-1.0378891335840872,0.9890628652797019
sales,SALE0030,Dhaka,Central,23.739531,90.387261,Clothing,Shoes,1627.0,63.0,102501.0,2025-09-27,Small,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,5,-0.663446868701327,1.6822724872005748
sales,SALE0031,Dhaka,Central,23.802236,90.436743,Clothing,Handbag,3604.0,40.0,144160.0,2025-06-06,Small,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,2,-0.7851469774445259,-0.8445631168938019
sales,SALE0032,Cox's Bazar,East,21.440078,92.001333,Grocery,Tea (250g),120.0,11.0,1320.0,2025-01-31,Small,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,3,-1.2415978582908391,1.2004223883709968
sales,SALE0033,Sunamganj,East,24.970761,91.398409,Furniture,Bookshelf,55189.0,17.0,938213.0,2025-08-02,Large,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,6,0.4424135471189301,-0.6123197336812476
sales,SALE0034,Khulna,West,22.848612,89.688095,Electronics,Headphones,42741.0,68.0,2906388.0,2024-11-30,Medium,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,5,1.3854190615492765,1.5452125156531462
sales,SALE0035,Dhaka,Central,23.800682,90.430593,Furniture,Bookshelf,54497.0,94.0,5122718.0,2024-10-18,Small,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,1,2.7662067700019115,1.0301801258216075
sales,SALE0036,Dhaka,Central,23.867441,90.457616,Clothing,Dress,3051.0,84.0,256284.0,2025-03-29,Medium,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,5,-0.36657119730063276,1.778541073173894
sales,SALE0037,Sylhet,East,24.96504,91.784589,HomeAppliances,Electric Fan,9930.0,32.0,317760.0,2025-06-13,Small,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,2,-0.6593787405909787,-0.6590572682604519
sales,SALE0038,Tangail,Central,24.200473,89.886022,Grocery,Tea (250g),607.0,30.0,18210.0,2024-12-09,Small,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,2,-0.9831631198968671,-1.750203450427207
sales,SALE0039,Dhaka,Central,23.732767,90.416614,Grocery,Honey (500g),686.0,8.0,5488.0,2025-06-11,Small,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,3,-1.2505339672647313,0.8414238127167502
sales,SALE0040,Tangail,Central,24.204029,90.012996,Electronics,Camera,17287.0,66.0,1140942.0,2025-06-07,Medium,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,5,0.13340983902122658,0.6879274728376832
sales,SALE0041,Barguna,South,22.110837,90.100676,Electronics,Tablet,78678.0,17.0,1337526.0,2024-12-18,Large,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,6,1.1264880405649917,-0.8974228004662431
sales,SALE0042,Patuakhali,South,22.394876,90.244248,Beauty,Lipstick,3534.0,25.0,88350.0,2025-08-19,Small,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,3,-0.9760693239049046,0.24223494753196
sales,SALE0043,Netrokona,Central,24.802926,90.744378,Grocery,Sugar (1kg),473.0,53.0,25069.0,2025-02-09,Large,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,4,-0.76412121360329,-1.3033395370665322
sales,SALE0044,Dhaka,Central,23.823294,90.459409,Beauty,Face Mask,1006.0,8.0,8048.0,2025-03-14,Large,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,2,-1.21080300443381,-0.9120841148912437
sales,SALE0045,Rajshahi,West,24.389697,88.641919,Clothing,Handbag,747.0,32.0,23904.0,2025-06-30,Small,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,3,-0.9900575150831362,0.025783624611676947
sales,SALE0046,Panchagarh,North,26.295999,88.563935,HomeAppliances,Microwave,29648.0,24.0,711552.0,2025-05-17,Medium,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,2,-0.136622216848748,-1.1823839187429022
sales,SALE0047,Chattogram,Central,22.371554,91.740339,Beauty,Perfume,3830.0,71.0,271930.0,2025-08-17,Small,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,5,-0.4543543516878367,0.8160277545148343
sales,SALE0048,Dhaka,Central,23.903589,90.44093,Electronics,Smartphone,20224.0,97.0,1961728.0,2025-06-07,Small,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,4,0.8285059744536348,0.27014152604173425
sales,SALE0049,Kushtia,West,23.860166,89.169725,Furniture,Bed,19008.0,52.0,988416.0,2025-09-06,Small,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,4,-0.007437075088538831,-0.29392940972469667
sales,SALE0050,Rajshahi,West,24.411769,88.648867,HomeAppliances,Electric Fan,19380.0,59.0,1143420.0,2025-05-13,Medium,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,5,0.11087734277711114,0.7483482636537632
sales,SALE0051,Kushtia,West,23.896631,89.077276,Grocery,Honey (500g),609.0,85.0,51765.0,2025-01-30,Small,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,4,-0.45014995735565033,-0.42704069769554487
sales,SALE0052,Sylhet,East,24.891045,91.889169,Furniture,Table,8832.0,75.0,662400.0,2025-01-02,Small,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,5,-0.15909787304007286,1.160638382248962
sales,SALE0053,Panchagarh,North,26.33065,88.637212,Grocery,Rice (5kg),91.0,75.0,6825.0,2025-02-04,Large,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,5,-0.6158560521978282,1.6801978288425963
sales,SALE0054,Bogra,North,24.881283,89.315271,Clothing,Shoes,944.0,8.0,7552.0,2025-01-19,Small,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,3,-1.241074461621068,0.6807670969889537
sales,SALE0055,Khulna,West,22.792055,89.569248,Electronics,Laptop,85992.0,9.0,773928.0,2024-10-26,Small,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,6,1.0000203813716044,-1.202442415324921
sales,SALE0056,Khagrachhari,East,23.088827,92.01284,Sports,Yoga Mat,8567.0,75.0,642525.0,2024-12-06,Small,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,5,-0.16407815722248126,0.68415174586237
sales,SALE0057,Dhaka,Central,23.833962,90.40813,Sports,Treadmill,22040.0,75.0,1653000.0,2024-12-21,Large,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,4,0.543896395682113,-0.3357933858192328
sales,SALE0058,Sunamganj,East,25.02436,91.309109,Beauty,Shampoo,1873.0,86.0,161078.0,2025-04-29,Small,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,4,-0.3729763462533016,-0.26122098279908124
sales,SALE0059,Lalmonirhat,North,25.927405,89.375256,Clothing,Jeans,3051.0,83.0,253233.0,2025-05-06,Medium,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,4,-0.3429821878493509,-0.14497510972579206
sales,SALE0060,Barguna,South,22.105807,90.129224,Grocery,Spice Mix,114.0,2.0,228.0,2025-02-14,Large,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,3,-1.3291344967853005,1.0882170695529412
sales,SALE0061,Dinajpur,North,25.63621,88.564722,Sports,Football,2900.0,69.0,200100.0,2025-06-19,Large,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,4,-0.49921349378457713,-0.47849525002615045
sales,SALE0062,Thakurgaon,North,26.084153,88.533228,HomeAppliances,Blender,6508.0,32.0,208256.0,2025-03-31,Medium,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,2,-0.7668533903145331,-1.2782369994288285
sales,SALE0063,Rajshahi,West,24.389352,88.654927,Furniture,Dining Set,40600.0,91.0,3694600.0,2025-05-05,Large,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,5,1.8593554970534982,2.0109172606800687
sales,SALE0064,Nilphamari,North,25.959052,89.081164,Sports,Dumbbell Set,17832.0,2.0,35664.0,2024-10-30,Large,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,2,-0.877173273431342,-1.2388688904191427
sales,SALE0065,Jhenaidah,West,23.5895,89.222383,Grocery,Honey (500g),146.0,18.0,2628.0,2025-05-24,Small,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,3,-1.167120730810938,0.9690771445055629
sales,SALE0066,Panchagarh,North,26.291359,88.535791,Clothing,Sunglasses,2566.0,20.0,51320.0,2025-05-20,Medium,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,3,-1.057496569519541,0.02561730818580297
sales,SALE0067,Bogra,North,24.965733,89.254664,Electronics,Camera,34685.0,88.0,3052280.0,2024-11-16,Medium,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,5,1.4794976118855367,0.4073135273082659
sales,SALE0068,Khulna,West,22.822003,89.605637,Grocery,Sugar (1kg),92.0,12.0,1104.0,2024-11-16,Medium,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,3,-1.2240390456595602,0.7352906803831104
sales,SALE0069,Dhaka,Central,23.774535,90.453276,Grocery,Rice (5kg),43.0,43.0,1849.0,2025-08-01,Large,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,3,-0.9338540493556328,1.5998848118395776
sales,SALE0070,Dinajpur,North,25.635579,88.594204,Electronics,Headphones,105154.0,57.0,5993778.0,2024-12-28,Large,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,1,3.8958597447473764,-0.49877400385568177
sales,SALE0071,Jessore,West,23.068743,89.211187,Grocery,Rice (5kg),154.0,10.0,1540.0,2024-10-18,Small,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,3,-1.224595129074215,-0.245495208622392
sales,SALE0072,Jhenaidah,West,23.502174,89.176416,Furniture,Dining Set,29196.0,75.0,2189700.0,2024-12-28,Small,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,4,0.902178895151782,0.10773580718109191
sales,SALE0073,Dhaka,Central,23.835549,90.464445,Sports,Football,10601.0,47.0,498247.0,2025-09-16,Medium,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,2,-0.42142377890408766,-0.9516835180739273
sales,SALE0074,Barishal,South,22.677253,90.3143,Electronics,Tablet,95416.0,14.0,1335824.0,2025-04-08,Large,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,6,1.4471899891967202,0.4059106957055792
sales,SALE0075,Jessore,West,23.106956,89.255072,Grocery,Milk Powder (400g),675.0,96.0,64800.0,2025-07-19,Small,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,5,-0.37464385757699564,1.7801584888134625
sales,SALE0076,Rangamati,East,22.739408,92.245248,HomeAppliances,Microwave,29020.0,4.0,116080.0,2025-07-07,Large,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,3,-0.6099551263978078,0.6360538307576696
sales,SALE0077,Barishal,South,22.764346,90.31104,Furniture,Dining Set,31982.0,86.0,2750452.0,2025-06-01,Medium,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,4,1.3036159483758958,-0.7204406733493119
sales,SALE0078,Dhaka,Central,23.832491,90.458978,Electronics,Laptop,58140.0,5.0,290700.0,2025-02-08,Small,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,6,0.16135801432465496,-1.7401951656360743
sales,SALE0079,Comilla,East,23.298637,91.119437,Electronics,Power Bank,53830.0,40.0,2153200.0,2025-06-12,Small,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,6,1.1293408129288656,-1.8984689638747814
sales,SALE0080,Chattogram,Central,22.438521,91.697392,Clothing,Jeans,1932.0,43.0,83076.0,2025-05-17,Small,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,3,-0.8573450268364585,1.430999482599614
sales,SALE0081,Tangail,Central,24.322064,89.833848,Electronics,Smartwatch,54025.0,83.0,4484075.0,2025-01-19,Medium,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,1,2.4040807793679124,0.8892877019922097
sales,SALE0082,Cox's Bazar,East,21.378125,92.033526,Beauty,Sunscreen,2912.0,4.0,11648.0,2025-08-08,Medium,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,2,-1.1966381045897603,-1.4502149204212191
sales,SALE0083,Dhaka,Central,23.81379,90.389381,Grocery,Sugar (1kg),79.0,14.0,1106.0,2024-12-05,Medium,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,2,-1.1763133537952994,-0.8322114660474796
sales,SALE0084,Khagrachhari,East,23.179301,91.895731,Grocery,Spice Mix,361.0,56.0,20216.0,2024-11-30,Large,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,4,-0.7423761863757851,-1.1061081345126857
sales,SALE0085,Mymensingh,Central,24.742411,90.415299,Grocery,Tea (250g),234.0,33.0,7722.0,2025-09-14,Large,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,2,-0.9923974466891775,-0.2775747267684177
sales,SALE0086,Sunamganj,East,25.08075,91.362638,Sports,Yoga Mat,18143.0,88.0,1596584.0,2024-10-28,Small,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,4,0.5574273212388569,0.0065418222355252634
sales,SALE0087,Dhaka,Central,23.780832,90.463476,Clothing,T-Shirt,3020.0,43.0,129860.0,2024-11-21,Medium,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,3,-0.7977181513599197,0.46994254344400127
sales,SALE0088,Dhaka,Central,23.85528,90.430938,Grocery,Rice (5kg),777.0,39.0,30303.0,2025-01-20,Medium,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,3,-0.9250108618446936,0.4314721604737749
sales,SALE0089,Jamalpur,Central,24.85855,89.916389,Beauty,Shampoo,3496.0,90.0,314640.0,2025-05-08,Large,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,4,-0.23314477455003496,-0.5372912677505747
sales,SALE0090,Chandpur,Central,23.232255,90.65704,Beauty,Lipstick,3305.0,87.0,287535.0,2025-07-09,Large,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,5,-0.2997885129773066,0.7000970515689992
sales,SALE0091,Rangpur,North,25.771255,89.263068,HomeAppliances,Electric Fan,37909.0,1.0,37909.0,2025-05-04,Medium,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,2,-0.4290296102336015,-1.6807745906201297
sales,SALE0092,Lalmonirhat,North,25.957971,89.498811,Clothing,Handbag,2675.0,78.0,208650.0,2024-11-05,Medium,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,4,-0.4254798935386085,0.2720660508460326
sales,SALE0093,Dhaka,Central,23.875574,90.41376,Sports,Treadmill,22638.0,28.0,633864.0,2025-01-18,Medium,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,3,-0.31689012562578345,0.6572301550653948
sales,SALE0094,Khulna,West,22.861808,89.532491,Beauty,Face Mask,1590.0,85.0,135150.0,2025-08-24,Medium,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,5,-0.4133000372690472,0.5238728783578743
sales,SALE0095,Bandarban,East,22.159089,92.345543,Grocery,Honey (500g),674.0,43.0,28982.0,2025-08-20,Small,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,3,-0.8891739732525547,0.4819072433388552
sales,SALE0096,Khulna,West,22.903506,89.5878,Clothing,Jeans,3603.0,26.0,93678.0,2025-07-23,Small,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,2,-0.928383055975729,-1.6566399869614037
sales,SALE0097,Kishoreganj,Central,24.432688,90.729465,HomeAppliances,Electric Fan,42060.0,99.0,4163940.0,2025-08-30,Medium,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,1,2.1841129950419806,0.19624502188306847
sales,SALE0098,Dhaka,Central,23.859056,90.403677,Grocery,Honey (500g),629.0,25.0,15725.0,2024-10-15,Medium,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,3,-1.0606340660249673,-0.2201848838262355
sales,SALE0099,Rajshahi,West,24.384247,88.590277,Electronics,Tablet,27342.0,84.0,2296728.0,2024-10-19,Small,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,5,0.9627691893147794,1.6645331851545906
sales,SALE0100,Dinajpur,North,25.645548,88.602883,Electronics,Laptop,110029.0,55.0,6051595.0,2025-06-16,Small,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,1,3.988208089464014,0.564677681729285
sales,SALE0101,Dhaka,Central,23.786748,90.426423,Beauty,Face Mask,4443.0,60.0,266580.0,2025-09-11,Large,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,4,-0.5259938294798191,-0.5985909643170649
sales,SALE0102,Dhaka,Central,23.737896,90.328052,Sports,Football,15457.0,18.0,278226.0,2025-02-11,Large,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,3,-0.6971256233098316,-0.22756525881841133
